iRnd(i)	iClass(i)	iLoc(i)	iCurs(i)	itype(i)	iItemId(i)	iName(s)	iSName(s)	iMinMLvl(i)	iDurability(i)	iMinDam(i)	iMaxDam(i)	iMinAC(i)	iMaxAC(i)	iMinStr(i)	iMinMag(i)	iMinDex(i)	iFlags(i)	iMiscId(i)	iSpell(i)	iUsable(i)	iValue(i)	iMaxValue(i)
IDROP_REGULAR	ICLASS_WEAPON	ILOC_ONEHAND	60	1	UITYPE_LONGSWR	Long Sword	Sword	6	40	2	10	0	0	30	0	30	ISPL_NONE	IMISC_NONE	SPL_NULL	0	350	350
IDROP_REGULAR	ICLASS_WEAPON	ILOC_ONEHAND	61	1	UITYPE_BROADSWR	Broad Sword	Sword	8	50	4	12	0	0	40	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	750	750
IDROP_REGULAR	ICLASS_WEAPON	ILOC_ONEHAND	57	1	UITYPE_BASTARDSWR	Bastard Sword	Sword	10	60	6	15	0	0	50	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	1000	1000
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	110	1	UITYPE_TWOHANDSWR	Two-Handed Sword	Sword	14	75	8	16	0	0	65	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	1800	1800
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	134	1	UITYPE_GREATSWR	Great Sword	Sword	17	100	10	20	0	0	75	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	3000	3000
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	112	2	UITYPE_SMALLAXE	Small Axe	Axe	2	24	2	10	0	0	0	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	150	150
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	144	2	UITYPE_NONE	Axe	Axe	4	32	4	12	0	0	22	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	450	450
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	142	2	UITYPE_LARGEAXE	Large Axe	Axe	6	40	6	16	0	0	30	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	750	750
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	141	2	UITYPE_BROADAXE	Broad Axe	Axe	8	50	8	20	0	0	50	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	1000	1000
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	101	2	UITYPE_BATTLEAXE	Battle Axe	Axe	10	60	10	25	0	0	65	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	1500	1500
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	143	2	UITYPE_GREATAXE	Great Axe	Axe	12	75	12	30	0	0	80	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	2500	2500
IDROP_REGULAR	ICLASS_WEAPON	ILOC_ONEHAND	59	4	UITYPE_MACE	Mace	Mace	2	32	1	8	0	0	16	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	200	200
IDROP_REGULAR	ICLASS_WEAPON	ILOC_ONEHAND	63	4	UITYPE_MORNSTAR	Morning Star	Mace	3	40	1	10	0	0	26	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	300	300
IDROP_REGULAR	ICLASS_WEAPON	ILOC_ONEHAND	121	4	UITYPE_WARHAMMER	War Hammer	Hammer	5	50	5	9	0	0	40	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	600	600
IDROP_REGULAR	ICLASS_WEAPON	ILOC_ONEHAND	70	4	UITYPE_SPIKCLUB	Spiked Club	Club	4	20	3	6	0	0	18	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	225	225
IDROP_REGULAR	ICLASS_WEAPON	ILOC_ONEHAND	66	4	UITYPE_SPIKCLUB	Club	Club	1	20	1	6	0	0	0	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	20	20
IDROP_REGULAR	ICLASS_WEAPON	ILOC_ONEHAND	131	4	UITYPE_FLAIL	Flail	Flail	7	36	2	12	0	0	30	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	500	500
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	122	4	UITYPE_MAUL	Maul	Maul	10	50	6	20	0	0	55	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	900	900
IDROP_DOUBLE	ICLASS_WEAPON	ILOC_TWOHAND	118	3	UITYPE_SHORTBOW	Short Bow	Bow	1	30	1	4	0	0	0	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	100	100
IDROP_DOUBLE	ICLASS_WEAPON	ILOC_TWOHAND	102	3	UITYPE_HUNTBOW	Hunter's Bow	Bow	3	40	2	5	0	0	20	0	35	ISPL_NONE	IMISC_NONE	SPL_NULL	0	350	350
IDROP_DOUBLE	ICLASS_WEAPON	ILOC_TWOHAND	102	3	UITYPE_LONGBOW	Long Bow	Bow	5	35	1	6	0	0	25	0	30	ISPL_NONE	IMISC_NONE	SPL_NULL	0	250	250
IDROP_DOUBLE	ICLASS_WEAPON	ILOC_TWOHAND	133	3	UITYPE_COMPBOW	Composite Bow	Bow	7	45	3	6	0	0	25	0	40	ISPL_NONE	IMISC_NONE	SPL_NULL	0	600	600
IDROP_DOUBLE	ICLASS_WEAPON	ILOC_TWOHAND	167	3	UITYPE_NONE	Short Battle Bow	Bow	9	45	3	7	0	0	30	0	50	ISPL_NONE	IMISC_NONE	SPL_NULL	0	750	750
IDROP_DOUBLE	ICLASS_WEAPON	ILOC_TWOHAND	119	3	UITYPE_BATTLEBOW	Long Battle Bow	Bow	11	50	1	10	0	0	30	0	60	ISPL_NONE	IMISC_NONE	SPL_NULL	0	1000	1000
IDROP_DOUBLE	ICLASS_WEAPON	ILOC_TWOHAND	165	3	UITYPE_NONE	Short War Bow	Bow	15	55	4	8	0	0	35	0	70	ISPL_NONE	IMISC_NONE	SPL_NULL	0	1500	1500
IDROP_DOUBLE	ICLASS_WEAPON	ILOC_TWOHAND	119	3	UITYPE_WARBOW	Long War Bow	Bow	19	60	1	14	0	0	45	0	80	ISPL_NONE	IMISC_NONE	SPL_NULL	0	2000	2000
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	109	10	UITYPE_SHORTSTAFF	Short Staff	Staff	1	25	2	4	0	0	0	0	0	ISPL_NONE	IMISC_STAFF	SPL_NULL	0	30	30
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	123	10	UITYPE_LONGSTAFF	Long Staff	Staff	4	35	4	8	0	0	0	0	0	ISPL_NONE	IMISC_STAFF	SPL_NULL	0	100	100
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	166	10	UITYPE_COMPSTAFF	Composite Staff	Staff	6	45	5	10	0	0	0	0	0	ISPL_NONE	IMISC_STAFF	SPL_NULL	0	500	500
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	109	10	UITYPE_QUARSTAFF	Quarter Staff	Staff	9	55	6	12	0	0	20	0	0	ISPL_NONE	IMISC_STAFF	SPL_NULL	0	1000	1000
IDROP_REGULAR	ICLASS_WEAPON	ILOC_TWOHAND	124	10	UITYPE_WARSTAFF	War Staff	Staff	12	75	8	16	0	0	30	0	0	ISPL_NONE	IMISC_STAFF	SPL_NULL	0	1500	1500
IDROP_REGULAR	ICLASS_MISC	ILOC_RING	12	12	UITYPE_RING	Ring	Ring	5	0	0	0	0	0	0	0	0	ISPL_NONE	IMISC_RING	SPL_NULL	0	1000	1000
IDROP_REGULAR	ICLASS_MISC	ILOC_RING	12	12	UITYPE_RING	Ring	Ring	10	0	0	0	0	0	0	0	0	ISPL_NONE	IMISC_RING	SPL_NULL	0	1000	1000
IDROP_REGULAR	ICLASS_MISC	ILOC_RING	12	12	UITYPE_RING	Ring	Ring	15	0	0	0	0	0	0	0	0	ISPL_NONE	IMISC_RING	SPL_NULL	0	1000	1000
IDROP_REGULAR	ICLASS_MISC	ILOC_AMULET	45	13	UITYPE_AMULET	Amulet	Amulet	8	0	0	0	0	0	0	0	0	ISPL_NONE	IMISC_AMULET	SPL_NULL	0	1200	1200
IDROP_REGULAR	ICLASS_MISC	ILOC_AMULET	45	13	UITYPE_AMULET	Amulet	Amulet	16	0	0	0	0	0	0	0	0	ISPL_NONE	IMISC_AMULET	SPL_NULL	0	1200	1200
IDROP_NEVER	ICLASS_NONE	ILOC_INVALID	0	0	UITYPE_NONE	NULL	NULL	0	0	0	0	0	0	0	0	0	ISPL_NONE	IMISC_NONE	SPL_NULL	0	0	0
